marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
GoldenGrain,cereal,retail,114.33,64.53,49.8,43.56,6,51,66,baja,7,"Está bien, cumple",0,54.0,0,5683,649737.39,283013.4,19.84,1
ChocoBoom,cereal,retail,96.09,54.79,41.3,42.98,6,89,69,media,8,Me encanta el sabor y la textura,1,76.0,1,15147,1455475.23,625571.1,43.03,1
CornCrisp,cereal,marketplace,55.78,26.89,28.89,51.79,8,83,56,media,7,Lo compraría solo en promoción,0,54.0,0,11797,658036.66,340815.33,28.21,1
FiberPlus,cereal,retail,119.19,58.66,60.53,50.78,6,65,67,baja,6,Lo compraría solo en promoción,0,47.0,0,6154,733495.26,372501.62,8.88,0
CerealNova,cereal,marketplace,87.29,60.15,27.14,31.09,8,72,48,media,6,Lo compraría solo en promoción,0,47.0,0,7114,620981.06,193073.96,-1.17,0
CrunchMax,cereal,retail,63.16,39.94,23.22,36.76,10,82,52,baja,6,Es un cereal promedio,0,47.0,0,11599,732592.84,269328.78,-5.22,0
KidsStar,cereal,retail,76.42,41.87,34.55,45.21,8,64,57,baja,6,"Nada extraordinario, pero ok",0,47.0,0,9105,695804.1,314577.75,12.64,0
CerealNova,cereal,retail,91.31,41.62,49.69,54.42,5,88,67,alta,9,Me identifico con la propuesta saludable,1,83.0,1,18698,1707314.38,929103.62,63.65,1
FitMorning,cereal,marketplace,113.26,80.22,33.04,29.17,7,65,34,baja,5,Podría mejorar el sabor,0,40.0,0,5035,570264.1,166356.4,-14.59,0
VitalMix,cereal,retail,122.35,85.21,37.14,30.36,8,61,75,alta,5,Podría mejorar el sabor,0,40.0,0,5635,689442.25,209283.9,-6.97,0
KidsStar,cereal,retail,78.91,51.43,27.48,34.82,6,86,51,alta,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,19365,1528092.15,532150.2,53.68,1
ChocoBoom,cereal,retail,60.22,39.85,20.37,33.83,8,81,59,media,7,"Nada extraordinario, pero ok",0,54.0,0,15268,919438.96,311009.16,23.59,1
CerealNova,cereal,retail,89.68,59.98,29.7,33.12,8,72,48,media,5,Es un cereal promedio,0,40.0,0,8485,760934.8,252004.5,8.7,0
ChocoBoom,cereal,retail,57.17,30.93,26.24,45.9,9,71,58,baja,4,No me gustó el sabor,-1,18.0,0,8927,510356.59,234244.48,-7.86,0
KidsStar,cereal,marketplace,91.83,61.64,30.19,32.88,6,86,59,baja,9,Me encanta el sabor y la textura,1,83.0,1,11976,1099756.08,361555.44,28.11,1
VitalMix,cereal,retail,103.29,57.3,45.99,44.53,7,57,56,media,6,Es un cereal promedio,0,47.0,0,6477,669009.33,297877.23,17.77,0
KidsStar,cereal,retail,95.01,60.5,34.51,36.32,7,69,48,baja,8,Gran relación calidad-precio,1,76.0,1,9493,901929.93,327603.43,21.05,1
FiberPlus,cereal,retail,100.98,55.48,45.5,45.06,6,83,81,media,6,Lo compraría solo en promoción,0,47.0,0,11669,1178335.62,530939.5,38.16,1
VitalMix,cereal,retail,125.92,71.79,54.13,42.99,5,64,48,media,7,Es un cereal promedio,0,54.0,0,6299,793170.08,340964.87,16.37,0
HoneyOats,cereal,retail,76.38,51.7,24.68,32.31,6,73,52,media,6,"Nada extraordinario, pero ok",0,47.0,0,11524,880203.12,284412.32,30.08,1
CornCrisp,cereal,retail,69.83,46.64,23.19,33.21,9,80,85,media,7,"Está bien, cumple",0,54.0,0,14113,985510.79,327280.47,29.22,1
FitMorning,cereal,retail,134.51,64.04,70.47,52.39,6,64,71,baja,7,"Nada extraordinario, pero ok",0,54.0,0,5504,740343.04,387866.88,16.71,0
FitMorning,cereal,marketplace,135.01,96.68,38.33,28.39,7,65,54,alta,5,"Nada extraordinario, pero ok",0,40.0,0,5234,706642.34,200619.22,10.66,0
VitalMix,cereal,retail,119.64,77.25,42.39,35.43,7,59,63,alta,3,No me convence el producto,-1,11.0,0,4633,554292.12,196392.87,7.18,0
GoldenGrain,cereal,retail,117.42,60.33,57.09,48.62,8,68,81,media,6,Es un cereal promedio,0,47.0,0,7109,834738.78,405852.81,21.19,1
FiberPlus,cereal,retail,74.19,44.84,29.35,39.56,7,82,70,media,5,Lo compraría solo en promoción,0,40.0,0,14253,1057430.07,418325.55,24.65,1
CornCrisp,cereal,retail,84.21,40.04,44.17,52.45,7,75,58,media,6,"Nada extraordinario, pero ok",0,47.0,0,10366,872920.86,457866.22,23.63,1
ChocoBoom,cereal,retail,99.93,45.57,54.36,54.4,8,70,79,baja,9,Me encanta el sabor y la textura,1,83.0,1,10423,1041570.39,566594.28,21.57,1
HoneyOats,cereal,marketplace,85.72,56.07,29.65,34.59,9,68,52,baja,7,Podría mejorar el sabor,0,54.0,0,5947,509776.84,176328.55,-1.5,0
CrunchMax,cereal,retail,40.8,22.29,18.51,45.37,3,68,53,baja,6,Podría mejorar el sabor,0,47.0,0,13413,547250.4,248274.63,46.64,1
VitalMix,cereal,retail,123.35,67.53,55.82,45.25,8,60,41,media,5,Podría mejorar el sabor,0,40.0,0,4461,550264.35,249013.02,-0.54,0
KidsStar,cereal,marketplace,103.08,50.61,52.47,50.9,6,76,64,media,6,Lo compraría solo en promoción,0,47.0,0,8013,825980.04,420442.11,36.5,1
CerealNova,cereal,marketplace,88.35,43.94,44.41,50.27,7,72,62,baja,8,Se siente premium y de buena calidad,1,76.0,1,9122,805928.7,405108.02,26.82,1
CornCrisp,cereal,marketplace,52.35,25.7,26.65,50.91,5,91,53,media,7,Podría mejorar el sabor,0,54.0,0,14776,773523.6,393780.4,40.33,1
FitMorning,cereal,marketplace,79.15,51.69,27.46,34.69,6,79,64,alta,8,Me identifico con la propuesta saludable,1,76.0,1,15051,1191286.65,413300.46,44.43,1
ChocoBoom,cereal,marketplace,88.09,55.09,33.0,37.46,8,65,62,baja,8,Gran relación calidad-precio,1,76.0,1,7979,702870.11,263307.0,7.99,0
FitMorning,cereal,retail,124.5,67.97,56.53,45.41,7,60,66,baja,5,"Está bien, cumple",0,40.0,0,4956,617022.0,280162.68,-1.41,0
GoldenGrain,cereal,retail,103.54,58.58,44.96,43.42,3,62,44,media,7,"Está bien, cumple",0,54.0,0,9265,959298.1,416554.4,36.5,1
FitMorning,cereal,retail,119.36,70.73,48.63,40.74,7,69,67,media,5,Podría mejorar el sabor,0,40.0,0,6589,786463.04,320423.07,3.13,0
CornCrisp,cereal,marketplace,70.79,42.16,28.63,40.44,7,80,71,media,7,"Está bien, cumple",0,54.0,0,11047,782017.13,316275.61,29.34,1
GoldenGrain,cereal,marketplace,96.57,59.96,36.61,37.91,8,71,32,alta,4,No me convence el producto,-1,18.0,0,5868,566672.76,214827.48,3.69,0
FiberPlus,cereal,retail,114.83,63.61,51.22,44.61,4,97,53,alta,4,No me convence el producto,-1,18.0,0,10029,1151630.07,513685.38,36.34,1
CornCrisp,cereal,retail,86.05,45.73,40.32,46.86,7,82,73,media,6,Podría mejorar el sabor,0,47.0,0,11444,984756.2,461422.08,24.89,1
CornCrisp,cereal,retail,97.62,53.75,43.87,44.94,6,78,36,media,7,"Nada extraordinario, pero ok",0,54.0,0,9007,879263.34,395137.09,22.06,1
CrunchMax,cereal,retail,76.18,50.58,25.6,33.6,7,70,50,media,7,Lo compraría solo en promoción,0,54.0,0,11186,852149.48,286361.6,14.94,0
KidsStar,cereal,marketplace,99.3,55.45,43.85,44.16,8,78,63,alta,8,Se siente premium y de buena calidad,1,76.0,1,10347,1027457.1,453715.95,18.01,0
CrunchMax,cereal,retail,47.32,27.61,19.71,41.65,7,87,56,alta,5,"Está bien, cumple",0,40.0,0,16483,779975.56,324879.93,28.74,1
FiberPlus,cereal,marketplace,110.08,75.79,34.29,31.15,7,85,60,alta,7,"Está bien, cumple",0,54.0,0,9210,1013836.8,315810.9,22.36,1
FiberPlus,cereal,retail,141.61,87.47,54.14,38.23,7,57,69,media,7,Lo compraría solo en promoción,0,54.0,0,4474,633563.14,242222.36,3.23,0
CornCrisp,cereal,marketplace,119.35,74.33,45.02,37.72,9,68,49,media,5,Podría mejorar el sabor,0,40.0,0,3799,453410.65,171030.98,-4.48,0
ChocoBoom,cereal,retail,79.35,50.79,28.56,35.99,7,94,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,14736,1169301.6,420860.16,31.43,1
ChocoBoom,cereal,retail,88.35,41.72,46.63,52.78,7,85,63,media,5,Podría mejorar el sabor,0,40.0,0,11379,1005334.65,530602.77,30.65,1
HoneyOats,cereal,retail,81.1,43.63,37.47,46.2,6,89,51,media,8,Se siente premium y de buena calidad,1,76.0,1,15587,1264105.7,584044.89,34.62,1
HoneyOats,cereal,retail,88.7,46.0,42.7,48.14,5,67,53,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,11228,995923.6,479435.6,43.15,1
KidsStar,cereal,retail,95.92,60.08,35.84,37.36,4,87,75,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,17475,1676202.0,626304.0,48.82,1
CrunchMax,cereal,retail,96.48,43.85,52.63,54.55,8,63,56,media,6,Lo compraría solo en promoción,0,47.0,0,6625,639180.0,348673.75,18.99,0
CerealNova,cereal,marketplace,99.99,72.1,27.89,27.89,5,54,38,baja,3,No lo volvería a comprar,-1,11.0,0,3854,385361.46,107488.06,-3.94,0
HoneyOats,cereal,marketplace,130.75,78.98,51.77,39.59,10,54,43,baja,5,"Está bien, cumple",0,40.0,0,2404,314323.0,124455.08,-26.79,0
ChocoBoom,cereal,retail,72.77,40.99,31.78,43.67,7,89,58,media,7,Es un cereal promedio,0,54.0,0,16289,1185350.53,517664.42,32.14,1
CornCrisp,cereal,marketplace,67.23,42.16,25.07,37.29,8,69,64,baja,7,"Está bien, cumple",0,54.0,0,8631,580262.13,216379.17,24.1,1
CrunchMax,cereal,retail,76.16,46.69,29.47,38.69,9,77,63,alta,6,Lo compraría solo en promoción,0,47.0,0,12280,935244.8,361891.6,13.99,0
KidsStar,cereal,marketplace,80.84,51.41,29.43,36.41,10,91,82,media,10,Gran relación calidad-precio,1,90.0,1,14317,1157386.28,421349.31,20.07,1
CerealNova,cereal,marketplace,45.98,30.68,15.3,33.28,5,84,50,alta,5,"Nada extraordinario, pero ok",0,40.0,0,14172,651628.56,216831.6,33.45,1
HoneyOats,cereal,marketplace,91.04,60.89,30.15,33.12,7,76,62,media,8,Me encanta el sabor y la textura,1,76.0,1,9671,880447.84,291580.65,25.24,1
HoneyOats,cereal,marketplace,94.36,65.62,28.74,30.46,9,86,53,alta,7,Podría mejorar el sabor,0,54.0,0,8948,844333.28,257165.52,17.98,0
CornCrisp,cereal,marketplace,88.4,61.28,27.12,30.68,6,73,52,media,5,Podría mejorar el sabor,0,40.0,0,7218,638071.2,195752.16,18.32,0
GoldenGrain,cereal,retail,129.11,86.21,42.9,33.23,8,54,69,media,6,Podría mejorar el sabor,0,47.0,0,4468,576863.48,191677.2,14.47,0
FitMorning,cereal,retail,109.75,72.68,37.07,33.78,5,55,53,media,4,No me convence el producto,-1,18.0,0,5385,591003.75,199621.95,5.74,0
CerealNova,cereal,marketplace,40.51,29.07,11.44,28.24,8,77,62,media,6,Podría mejorar el sabor,0,47.0,0,11289,457317.39,129146.16,17.52,0
VitalMix,cereal,retail,110.15,56.71,53.44,48.52,4,58,51,media,7,Es un cereal promedio,0,54.0,0,7010,772151.5,374614.4,35.37,1
CerealNova,cereal,retail,90.32,56.66,33.66,37.27,5,69,69,media,7,Es un cereal promedio,0,54.0,0,11114,1003816.48,374097.24,30.18,1
FitMorning,cereal,retail,127.89,85.49,42.4,33.15,7,72,62,media,6,"Nada extraordinario, pero ok",0,47.0,0,6222,795731.58,263812.8,8.57,0
VitalMix,cereal,retail,141.1,96.91,44.19,31.32,6,68,85,media,7,Lo compraría solo en promoción,0,54.0,0,6183,872421.3,273226.77,22.89,1
ChocoBoom,cereal,marketplace,111.36,82.7,28.66,25.74,8,79,71,media,6,Lo compraría solo en promoción,0,47.0,0,7272,809809.92,208415.52,15.52,0
VitalMix,cereal,marketplace,106.15,67.99,38.16,35.95,8,65,67,media,8,Me encanta el sabor y la textura,1,76.0,1,7080,751542.0,270172.8,8.78,0
GoldenGrain,cereal,marketplace,118.95,83.85,35.1,29.51,5,79,59,media,3,Me pareció caro para lo que ofrece,-1,11.0,0,5684,676111.8,199508.4,18.86,0
ChocoBoom,cereal,retail,102.81,46.96,55.85,54.32,8,64,60,baja,6,Es un cereal promedio,0,47.0,0,6486,666825.66,362243.1,15.78,0
VitalMix,cereal,retail,109.51,54.0,55.51,50.69,7,61,54,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,7569,828881.19,420155.19,19.72,1
VitalMix,cereal,marketplace,113.51,75.72,37.79,33.29,8,65,64,media,6,Podría mejorar el sabor,0,47.0,0,5679,644623.29,214609.41,1.13,0
FiberPlus,cereal,retail,99.35,66.89,32.46,32.67,8,69,66,media,7,Es un cereal promedio,0,54.0,0,8798,874081.3,285583.08,20.14,1
CrunchMax,cereal,marketplace,90.69,57.36,33.33,36.75,6,68,60,baja,6,Lo compraría solo en promoción,0,47.0,0,6497,589212.93,216545.01,11.82,0
GoldenGrain,cereal,retail,125.65,71.43,54.22,43.15,7,63,45,media,6,"Está bien, cumple",0,47.0,0,5404,679012.6,293004.88,13.16,0
VitalMix,cereal,marketplace,99.53,51.39,48.14,48.37,10,97,59,alta,7,Lo compraría solo en promoción,0,54.0,0,9602,955687.06,462240.28,19.6,0
GoldenGrain,cereal,marketplace,144.76,75.2,69.56,48.05,6,72,66,media,5,"Nada extraordinario, pero ok",0,40.0,0,5173,748843.48,359833.88,17.76,0
CrunchMax,cereal,marketplace,77.23,54.66,22.57,29.22,10,82,44,media,8,Me encanta el sabor y la textura,1,76.0,1,9844,760252.12,222179.08,7.52,0
HoneyOats,cereal,retail,94.16,43.89,50.27,53.39,8,61,56,media,7,Podría mejorar el sabor,0,54.0,0,7618,717310.88,382956.86,3.09,0
GoldenGrain,cereal,marketplace,126.88,60.55,66.33,52.28,7,61,57,media,7,"Está bien, cumple",0,54.0,0,5310,673732.8,352212.3,16.1,0
FiberPlus,cereal,retail,83.59,48.56,35.03,41.91,5,83,48,media,7,"Nada extraordinario, pero ok",0,54.0,0,13607,1137409.13,476653.21,35.83,1
CerealNova,cereal,marketplace,91.06,51.19,39.87,43.78,9,66,51,media,6,"Nada extraordinario, pero ok",0,47.0,0,6245,568669.7,248988.15,5.27,0
HoneyOats,cereal,retail,97.31,58.46,38.85,39.92,6,67,64,baja,5,"Está bien, cumple",0,40.0,0,7363,716493.53,286052.55,14.59,0
CornCrisp,cereal,marketplace,81.1,43.56,37.54,46.29,6,81,52,alta,9,Me encanta el sabor y la textura,1,83.0,1,12987,1053245.7,487531.98,42.56,1
CrunchMax,cereal,retail,76.53,42.08,34.45,45.02,7,79,47,media,5,"Está bien, cumple",0,40.0,0,11299,864712.47,389250.55,17.39,0
FitMorning,cereal,marketplace,102.91,60.34,42.57,41.37,6,71,65,media,5,Lo compraría solo en promoción,0,40.0,0,6974,717694.34,296883.18,9.92,0
HoneyOats,cereal,retail,90.18,43.66,46.52,51.59,10,62,74,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,8069,727662.42,375369.88,9.39,0
FitMorning,cereal,retail,123.17,80.17,43.0,34.91,8,74,53,media,6,Lo compraría solo en promoción,0,47.0,0,6315,777818.55,271545.0,1.37,0
VitalMix,cereal,retail,116.4,64.38,52.02,44.69,6,58,37,media,5,Lo compraría solo en promoción,0,40.0,0,4941,575132.4,257030.82,7.31,0
KidsStar,cereal,retail,88.8,51.73,37.07,41.75,8,100,66,alta,6,Lo compraría solo en promoción,0,47.0,0,15039,1335463.2,557495.73,32.01,1
CrunchMax,cereal,marketplace,70.18,42.24,27.94,39.81,10,65,65,media,7,Es un cereal promedio,0,54.0,0,7797,547193.46,217848.18,5.22,0
FiberPlus,cereal,retail,123.64,83.38,40.26,32.56,8,45,75,media,7,Es un cereal promedio,0,54.0,0,4178,516567.92,168206.28,-0.56,0
CrunchMax,cereal,marketplace,94.51,57.21,37.3,39.47,7,83,37,alta,4,No lo volvería a comprar,-1,18.0,0,6635,627073.85,247485.5,6.33,0
VitalMix,cereal,retail,114.76,54.3,60.46,52.68,10,82,73,media,7,Podría mejorar el sabor,0,54.0,0,7475,857831.0,451938.5,2.65,0
CornCrisp,cereal,retail,77.86,38.33,39.53,50.77,4,59,53,alta,6,Es un cereal promedio,0,47.0,0,11162,869073.32,441233.86,40.55,1
FiberPlus,cereal,marketplace,125.2,78.59,46.61,37.23,8,57,86,media,7,"Está bien, cumple",0,54.0,0,5462,683842.4,254583.82,13.95,0
VitalMix,cereal,retail,117.38,70.19,47.19,40.2,2,69,82,media,8,Me identifico con la propuesta saludable,1,76.0,1,11043,1296227.34,521119.17,45.56,1
ChocoBoom,cereal,marketplace,121.48,82.64,38.84,31.97,6,56,42,media,5,"Está bien, cumple",0,40.0,0,4057,492844.36,157573.88,4.38,0
FitMorning,cereal,marketplace,101.65,68.65,33.0,32.46,10,56,94,baja,7,Es un cereal promedio,0,54.0,0,5534,562531.1,182622.0,-6.82,0
HoneyOats,cereal,retail,87.42,59.71,27.71,31.7,7,69,55,media,7,"Está bien, cumple",0,54.0,0,9320,814754.4,258257.2,13.27,0
CerealNova,cereal,retail,86.79,48.27,38.52,44.38,10,61,50,media,5,Es un cereal promedio,0,40.0,0,6185,536796.15,238246.2,-11.67,0
ChocoBoom,cereal,retail,76.22,45.97,30.25,39.69,8,78,53,media,8,Me encanta el sabor y la textura,1,76.0,1,14234,1084915.48,430578.5,24.93,1
KidsStar,cereal,retail,93.75,64.97,28.78,30.7,6,60,68,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9790,917812.5,281756.2,19.01,0
HoneyOats,cereal,retail,39.54,26.24,13.3,33.64,10,80,54,media,7,Podría mejorar el sabor,0,54.0,0,12781,505360.74,169987.3,14.49,0
CornCrisp,cereal,retail,59.55,40.3,19.25,32.33,8,69,57,media,6,Es un cereal promedio,0,47.0,0,11531,686671.05,221971.75,10.06,0
VitalMix,cereal,marketplace,119.9,62.24,57.66,48.09,7,60,75,media,6,Podría mejorar el sabor,0,47.0,0,5479,656932.1,315919.14,22.75,1
HoneyOats,cereal,marketplace,68.28,36.05,32.23,47.2,7,79,57,alta,6,Podría mejorar el sabor,0,47.0,0,11779,804270.12,379637.17,28.81,1
HoneyOats,cereal,retail,80.87,44.19,36.68,45.36,7,66,70,baja,6,Lo compraría solo en promoción,0,47.0,0,9430,762604.1,345892.4,14.06,0
CrunchMax,cereal,retail,108.29,69.66,38.63,35.67,6,68,53,media,6,Podría mejorar el sabor,0,47.0,0,7575,820296.75,292622.25,16.15,0
FitMorning,cereal,marketplace,95.34,61.25,34.09,35.76,7,68,53,media,7,"Nada extraordinario, pero ok",0,54.0,0,8342,795326.28,284378.78,11.94,0
KidsStar,cereal,retail,79.47,43.61,35.86,45.12,8,96,33,alta,8,Gran relación calidad-precio,1,76.0,1,17263,1371890.61,619051.18,31.23,1
CerealNova,cereal,retail,75.42,49.3,26.12,34.63,8,62,70,baja,6,"Está bien, cumple",0,47.0,0,8707,656681.94,227426.84,7.42,0
CerealNova,cereal,retail,100.59,51.53,49.06,48.77,8,85,35,alta,6,"Nada extraordinario, pero ok",0,47.0,0,9066,911948.94,444777.96,15.21,0
FitMorning,cereal,retail,133.18,63.25,69.93,52.51,7,73,77,media,7,Es un cereal promedio,0,54.0,0,6759,900163.62,472656.87,22.04,1
CerealNova,cereal,retail,79.51,47.27,32.24,40.55,10,77,51,alta,7,Lo compraría solo en promoción,0,54.0,0,11191,889796.41,360797.84,12.28,0
GoldenGrain,cereal,retail,89.1,55.25,33.85,37.99,7,81,65,media,6,Lo compraría solo en promoción,0,47.0,0,12257,1092098.7,414899.45,30.87,1
ChocoBoom,cereal,marketplace,87.69,57.48,30.21,34.45,8,84,67,media,6,Podría mejorar el sabor,0,47.0,0,9277,813500.13,280258.17,15.13,0
CrunchMax,cereal,retail,92.03,60.24,31.79,34.54,6,89,35,media,4,No me gustó el sabor,-1,18.0,0,8442,776917.26,268371.18,19.93,1
HoneyOats,cereal,retail,82.6,54.46,28.14,34.07,7,66,63,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,12209,1008463.4,343561.26,24.87,1
CerealNova,cereal,retail,68.47,39.73,28.74,41.97,8,77,57,media,6,"Nada extraordinario, pero ok",0,47.0,0,12607,863201.29,362325.18,18.02,0
HoneyOats,cereal,retail,54.96,24.84,30.12,54.8,7,73,36,media,5,"Está bien, cumple",0,40.0,0,11367,624730.32,342374.04,11.29,0
CerealNova,cereal,marketplace,77.56,36.62,40.94,52.78,9,71,35,alta,5,Es un cereal promedio,0,40.0,0,7245,561922.2,296610.3,9.05,0
VitalMix,cereal,marketplace,129.48,65.23,64.25,49.62,10,52,62,media,6,"Nada extraordinario, pero ok",0,47.0,0,3854,499015.92,247619.5,-7.65,0
VitalMix,cereal,retail,90.08,57.13,32.95,36.58,6,74,55,media,7,Podría mejorar el sabor,0,54.0,0,11188,1007815.04,368644.6,19.19,0
KidsStar,cereal,retail,93.82,48.81,45.01,47.97,8,69,43,media,6,Lo compraría solo en promoción,0,47.0,0,8341,782552.62,375428.41,16.82,0
CerealNova,cereal,retail,77.15,44.27,32.88,42.62,7,77,64,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,9665,745654.75,317785.2,27.36,1
FitMorning,cereal,retail,118.24,58.72,59.52,50.34,8,69,58,alta,5,Podría mejorar el sabor,0,40.0,0,6096,720791.04,362833.92,11.59,0
FiberPlus,cereal,retail,96.66,47.72,48.94,50.63,4,70,68,alta,5,"Está bien, cumple",0,40.0,0,11797,1140298.02,577345.18,44.18,1
FiberPlus,cereal,retail,135.8,87.67,48.13,35.44,8,62,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,4598,624408.4,221301.74,4.5,0
ChocoBoom,cereal,retail,105.85,69.81,36.04,34.05,8,74,79,baja,8,Gran relación calidad-precio,1,76.0,1,9827,1040187.95,354165.08,22.2,1
ChocoBoom,cereal,retail,70.21,48.16,22.05,31.41,10,100,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,15053,1056871.13,331918.65,5.61,0
VitalMix,cereal,marketplace,131.65,68.02,63.63,48.33,5,61,66,media,5,Podría mejorar el sabor,0,40.0,0,5389,709461.85,342902.07,30.29,1
VitalMix,cereal,marketplace,107.36,75.63,31.73,29.55,7,67,22,media,5,Lo compraría solo en promoción,0,40.0,0,5146,552474.56,163282.58,-5.0,0
FitMorning,cereal,marketplace,100.86,48.34,52.52,52.07,10,66,70,alta,6,"Está bien, cumple",0,47.0,0,7102,716307.72,372997.04,10.39,0
CrunchMax,cereal,retail,94.3,58.09,36.21,38.4,7,73,56,media,8,Se siente premium y de buena calidad,1,76.0,1,10635,1002880.5,385093.35,22.56,1
VitalMix,cereal,marketplace,125.38,83.95,41.43,33.04,7,73,61,media,6,Es un cereal promedio,0,47.0,0,6097,764441.86,252598.71,2.04,0
FitMorning,cereal,retail,118.72,66.78,51.94,43.75,7,66,59,baja,7,"Está bien, cumple",0,54.0,0,6431,763488.32,334026.14,10.36,0
FitMorning,cereal,marketplace,84.16,45.65,38.51,45.76,6,84,76,media,8,Gran relación calidad-precio,1,76.0,1,14300,1203488.0,550693.0,40.19,1
KidsStar,cereal,marketplace,116.99,63.82,53.17,45.45,8,89,44,alta,7,"Nada extraordinario, pero ok",0,54.0,0,8394,982014.06,446308.98,17.95,0
KidsStar,cereal,retail,107.93,49.16,58.77,54.45,8,78,71,media,6,"Nada extraordinario, pero ok",0,47.0,0,8458,912871.94,497076.66,15.59,0
CornCrisp,cereal,marketplace,64.8,44.32,20.48,31.6,8,74,63,baja,4,No me gustó el sabor,-1,18.0,0,6860,444528.0,140492.8,-1.99,0
GoldenGrain,cereal,marketplace,97.5,64.24,33.26,34.11,5,80,64,alta,6,Lo compraría solo en promoción,0,47.0,0,11137,1085857.5,370416.62,36.1,1
CornCrisp,cereal,marketplace,105.52,50.89,54.63,51.77,5,65,55,media,5,Lo compraría solo en promoción,0,40.0,0,5865,618874.8,320404.95,33.17,1
CornCrisp,cereal,marketplace,64.47,32.97,31.5,48.86,9,82,64,media,6,Es un cereal promedio,0,47.0,0,10113,651985.11,318559.5,11.08,0
HoneyOats,cereal,retail,48.77,25.86,22.91,46.98,8,85,56,alta,8,Gran relación calidad-precio,1,76.0,1,19622,956964.94,449540.02,33.41,1
ChocoBoom,cereal,retail,75.02,36.88,38.14,50.84,9,76,52,baja,6,Podría mejorar el sabor,0,47.0,0,9688,726793.76,369500.32,0.54,0
CerealNova,cereal,marketplace,61.22,42.79,18.43,30.1,8,84,57,alta,6,Podría mejorar el sabor,0,47.0,0,12461,762862.42,229656.23,31.04,1
VitalMix,cereal,retail,86.04,56.81,29.23,33.97,7,86,68,alta,9,Me identifico con la propuesta saludable,1,83.0,1,18690,1608087.6,546308.7,58.62,1
ChocoBoom,cereal,retail,65.69,31.14,34.55,52.6,7,84,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,15527,1019968.63,536457.85,29.7,1
VitalMix,cereal,retail,101.89,71.06,30.83,30.26,7,63,56,baja,7,"Está bien, cumple",0,54.0,0,7453,759386.17,229775.99,15.98,0
FiberPlus,cereal,retail,136.51,73.65,62.86,46.05,6,62,87,media,7,"Nada extraordinario, pero ok",0,54.0,0,5894,804589.94,370496.84,11.08,0
GoldenGrain,cereal,retail,122.99,72.96,50.03,40.68,8,72,45,media,5,Es un cereal promedio,0,40.0,0,6091,749132.09,304732.73,-6.8,0
